content,data_clean_content,slang_replacement_content,tokenized_content,remove_stopwords_content,stemmed_content
"Mantab,,,semenjak aplikasi ini mengutamakan jasa pengiriman ANT3RAJA untuk layanan bebas ongkir nya,jadi berasa banget ""BEBAS ONGKIRNYA"" Paket biasanya 3 hari kerja udah nyampe,ini seminggu status paket gak bergerak di aplikasi. PERTAHANKAN TERUS TOKOPEDIA!!!",mantab semenjak aplikasi ini mengutamakan jasa pengiriman ant raja untuk layanan bebas ongkir nya jadi berasa banget bebas ongkirnya paket biasanya hari kerja udah nyampe ini seminggu status paket gak bergerak di aplikasi pertahankan terus tokopedia,mantab semenjak aplikasi ini mengutamakan jasa pengiriman ant raja untuk layanan bebas ongkir nya jadi berasa sekali  bebas ongkirnya paket biasanya hari kerja sudah sampai  ini seminggu status paket tidak bergerak di aplikasi pertahankan terus tokopedia,"['mantab', 'semenjak', 'aplikasi', 'ini', 'mengutamakan', 'jasa', 'pengiriman', 'ant', 'raja', 'untuk', 'layanan', 'bebas', 'ongkir', 'nya', 'jadi', 'berasa', 'sekali', 'bebas', 'ongkirnya', 'paket', 'biasanya', 'hari', 'kerja', 'sudah', 'sampai', 'ini', 'seminggu', 'status', 'paket', 'tidak', 'bergerak', 'di', 'aplikasi', 'pertahankan', 'terus', 'tokopedia']","['mantab', 'semenjak', 'aplikasi', 'mengutamakan', 'jasa', 'pengiriman', 'ant', 'raja', 'layanan', 'bebas', 'ongkir', 'nya', 'jadi', 'berasa', 'sekali', 'bebas', 'ongkirnya', 'paket', 'biasanya', 'hari', 'kerja', 'seminggu', 'status', 'paket', 'tidak', 'bergerak', 'aplikasi', 'pertahankan', 'terus', 'tokopedia']","['mantab', 'semenjak', 'aplikasi', 'utama', 'jasa', 'kirim', 'ant', 'raja', 'layan', 'bebas', 'ongkir', 'nya', 'jadi', 'asa', 'sekali', 'bebas', 'ongkirnya', 'paket', 'biasa', 'hari', 'kerja', 'minggu', 'status', 'paket', 'tidak', 'gerak', 'aplikasi', 'tahan', 'terus', 'tokopedia']"
Tokopedia gua rasa ni kek pelit ya skrg ga ngasih ke promo atau vocer vocer yg lainya. Trus pengiriman juga kek aga lambat ajani.,tokopedia gua rasa ni kek pelit ya skrg ga ngasih ke promo atau vocer vocer yg lainya trus pengiriman juga kek aga lambat ajani,tokopedia saya  rasa ini  kek pelit ya sekarang  tidak kasih  ke promo atau vocer vocer yang  lainya terus  pengiriman juga kek aga lambat ajani,"['tokopedia', 'saya', 'rasa', 'ini', 'kek', 'pelit', 'ya', 'sekarang', 'tidak', 'kasih', 'ke', 'promo', 'atau', 'vocer', 'vocer', 'yang', 'lainya', 'terus', 'pengiriman', 'juga', 'kek', 'aga', 'lambat', 'ajani']","['tokopedia', 'rasa', 'kek', 'pelit', 'sekarang', 'tidak', 'kasih', 'promo', 'vocer', 'vocer', 'lainya', 'terus', 'pengiriman', 'kek', 'aga', 'lambat', 'ajani']","['tokopedia', 'rasa', 'kek', 'pelit', 'sekarang', 'tidak', 'kasih', 'promo', 'vocer', 'vocer', 'lai', 'terus', 'kirim', 'kek', 'aga', 'lambat', 'ajani']"
Mohon penjelasan nya kenapa di hp lenovo a2010a gk bsa di instal ya...?,mohon penjelasan nya kenapa di hp lenovo a a gk bsa di instal ya,mohon penjelasan nya kenapa di hp lenovo a a tidak bisa di instal ya,"['mohon', 'penjelasan', 'nya', 'kenapa', 'di', 'hp', 'lenovo', 'a', 'a', 'tidak', 'bisa', 'di', 'instal', 'ya']","['mohon', 'penjelasan', 'nya', 'hp', 'lenovo', 'a', 'a', 'tidak', 'instal']","['mohon', 'jelas', 'nya', 'hp', 'lenovo', 'a', 'a', 'tidak', 'instal']"
"Gimana sih Opsi bayar cod kadang ada, kadang tidak ada",gimana sih opsi bayar cod kadang ada kadang tidak ada,gimana sih opsi bayar cod kadang ada kadang tidak ada,"['gimana', 'sih', 'opsi', 'bayar', 'cod', 'kadang', 'ada', 'kadang', 'tidak', 'ada']","['gimana', 'sih', 'opsi', 'bayar', 'cod', 'kadang', 'kadang', 'tidak']","['gimana', 'sih', 'opsi', 'bayar', 'cod', 'kadang', 'kadang', 'tidak']"
Kenapa Kalbar GX bisa cod?? Mohon d perbaiki?? Ap alasan ny GX bisa cod?? Bagai mna penggunaan toped lw GX bisa cod,kenapa kalbar gx bisa cod mohon d perbaiki ap alasan ny gx bisa cod bagai mna penggunaan toped lw gx bisa cod,kenapa kalbar tidak bisa cod mohon d perbaiki ap alasan ny tidak bisa cod bagai mana  penggunaan toped kamu tidak bisa cod,"['kenapa', 'kalbar', 'tidak', 'bisa', 'cod', 'mohon', 'd', 'perbaiki', 'ap', 'alasan', 'ny', 'tidak', 'bisa', 'cod', 'bagai', 'mana', 'penggunaan', 'toped', 'kamu', 'tidak', 'bisa', 'cod']","['kalbar', 'tidak', 'cod', 'mohon', 'd', 'perbaiki', 'ap', 'alasan', 'ny', 'tidak', 'cod', 'bagai', 'mana', 'penggunaan', 'toped', 'kamu', 'tidak', 'cod']","['kalbar', 'tidak', 'cod', 'mohon', 'd', 'baik', 'ap', 'alas', 'ny', 'tidak', 'cod', 'bagai', 'mana', 'guna', 'toped', 'kamu', 'tidak', 'cod']"
"Tolong Tokopedia, untuk ekpedisi nya cari yg terpercaya, jangan pake lagi ANTERAJA, saya 2 x order barang ga pernah sampai....sangat mengecewakan",tolong tokopedia untuk ekpedisi nya cari yg terpercaya jangan pake lagi anteraja saya x order barang ga pernah sampai sangat mengecewakan,tolong tokopedia untuk ekpedisi nya cari yang  terpercaya jangan pakai  lagi anteraja saya x order barang tidak pernah sampai sangat mengecewakan,"['tolong', 'tokopedia', 'untuk', 'ekpedisi', 'nya', 'cari', 'yang', 'terpercaya', 'jangan', 'pakai', 'lagi', 'anteraja', 'saya', 'x', 'order', 'barang', 'tidak', 'pernah', 'sampai', 'sangat', 'mengecewakan']","['tokopedia', 'ekpedisi', 'nya', 'cari', 'terpercaya', 'jangan', 'pakai', 'anteraja', 'x', 'order', 'barang', 'tidak', 'pernah', 'sangat', 'mengecewakan']","['tokopedia', 'ekpedisi', 'nya', 'cari', 'percaya', 'jangan', 'pakai', 'anteraja', 'x', 'order', 'barang', 'tidak', 'pernah', 'sangat', 'kecewa']"
"Pemesanan di tokpedia makin lama makin susah, sudah terhitung 4 hari pemberitahuan nya masih di proses, blm lg sudah menunggu lama ujung-ujung nya pesanan nya di batalkan!!",pemesanan di tokpedia makin lama makin susah sudah terhitung hari pemberitahuan nya masih di proses blm lg sudah menunggu lama ujung ujung nya pesanan nya di batalkan,pemesanan di tokpedia makin lama makin susah sudah terhitung hari pemberitahuan nya masih di proses belum  lagi  sudah menunggu lama ujung ujung nya pesanan nya di batalkan,"['pemesanan', 'di', 'tokpedia', 'makin', 'lama', 'makin', 'susah', 'sudah', 'terhitung', 'hari', 'pemberitahuan', 'nya', 'masih', 'di', 'proses', 'belum', 'lagi', 'sudah', 'menunggu', 'lama', 'ujung', 'ujung', 'nya', 'pesanan', 'nya', 'di', 'batalkan']","['pemesanan', 'tokpedia', 'makin', 'lama', 'makin', 'susah', 'terhitung', 'hari', 'pemberitahuan', 'nya', 'proses', 'belum', 'menunggu', 'lama', 'ujung', 'ujung', 'nya', 'pesanan', 'nya', 'batalkan']","['mesan', 'tokpedia', 'makin', 'lama', 'makin', 'susah', 'hitung', 'hari', 'pemberitahuan', 'nya', 'proses', 'belum', 'tunggu', 'lama', 'ujung', 'ujung', 'nya', 'pesan', 'nya', 'batal']"
takut rusak!!!!!,takut rusak,takut rusak,"['takut', 'rusak']","['takut', 'rusak']","['takut', 'rusak']"
Berapa hg mesin jupiter mx nya Om,berapa hg mesin jupiter mx nya om,berapa hg mesin jupiter mx nya om,"['berapa', 'hg', 'mesin', 'jupiter', 'mx', 'nya', 'om']","['berapa', 'hg', 'mesin', 'jupiter', 'mx', 'nya', 'om']","['berapa', 'hg', 'mesin', 'jupiter', 'mx', 'nya', 'om']"
"Sekarang pengiriman tambah lama, dulu 3 hr udah nyampe, sekarang 6 hari blum nyampe, tolong ditegur kurir yg gak kompeten, khususnya anter ja. Maaf bintangnya dr 5 turun ke 2",sekarang pengiriman tambah lama dulu hr udah nyampe sekarang hari blum nyampe tolong ditegur kurir yg gak kompeten khususnya anter ja maaf bintangnya dr turun ke,sekarang pengiriman tambah lama dulu hari  sudah sampai  sekarang hari belum  sampai  tolong ditegur kurir yang  tidak kompeten khususnya anter ja maaf bintangnya dari  turun ke,"['sekarang', 'pengiriman', 'tambah', 'lama', 'dulu', 'hari', 'sudah', 'sampai', 'sekarang', 'hari', 'belum', 'sampai', 'tolong', 'ditegur', 'kurir', 'yang', 'tidak', 'kompeten', 'khususnya', 'anter', 'ja', 'maaf', 'bintangnya', 'dari', 'turun', 'ke']","['sekarang', 'pengiriman', 'tambah', 'lama', 'dulu', 'hari', 'sekarang', 'hari', 'belum', 'ditegur', 'kurir', 'tidak', 'kompeten', 'khususnya', 'anter', 'ja', 'maaf', 'bintangnya', 'turun']","['sekarang', 'kirim', 'tambah', 'lama', 'dulu', 'hari', 'sekarang', 'hari', 'belum', 'tegur', 'kurir', 'tidak', 'kompeten', 'khusus', 'anter', 'ja', 'maaf', 'bintang', 'turun']"
Performance sekarang menurun,performance sekarang menurun,performance sekarang menurun,"['performance', 'sekarang', 'menurun']","['performance', 'sekarang', 'menurun']","['performance', 'sekarang', 'turun']"
Saya telah memasuki kode verifikasi yang dikirim melalui SMS kemudian ada Konfirmasi kode pin anda saya masukan kembali kode verifikasi yang dikirim melalui SMS tapi kenapa tidak bisa ini saya yang salah atau emang lagi error,saya telah memasuki kode verifikasi yang dikirim melalui sms kemudian ada konfirmasi kode pin anda saya masukan kembali kode verifikasi yang dikirim melalui sms tapi kenapa tidak bisa ini saya yang salah atau emang lagi error,saya telah memasuki kode verifikasi yang dikirim melalui sms kemudian ada konfirmasi kode pin anda saya masukan kembali kode verifikasi yang dikirim melalui sms tapi kenapa tidak bisa ini saya yang salah atau memang  lagi error,"['saya', 'telah', 'memasuki', 'kode', 'verifikasi', 'yang', 'dikirim', 'melalui', 'sms', 'kemudian', 'ada', 'konfirmasi', 'kode', 'pin', 'anda', 'saya', 'masukan', 'kembali', 'kode', 'verifikasi', 'yang', 'dikirim', 'melalui', 'sms', 'tapi', 'kenapa', 'tidak', 'bisa', 'ini', 'saya', 'yang', 'salah', 'atau', 'memang', 'lagi', 'error']","['memasuki', 'kode', 'verifikasi', 'dikirim', 'melalui', 'sms', 'kemudian', 'konfirmasi', 'kode', 'pin', 'masukan', 'kode', 'verifikasi', 'dikirim', 'melalui', 'sms', 'tidak', 'salah', 'memang', 'error']","['pasuk', 'kode', 'verifikasi', 'kirim', 'lalu', 'sms', 'kemudian', 'konfirmasi', 'kode', 'pin', 'masuk', 'kode', 'verifikasi', 'kirim', 'lalu', 'sms', 'tidak', 'salah', 'memang', 'error']"
Apk lelet dan ribet cukup 2 bintang dulu 🙏🙏🙏 atau unistall saja,apk lelet dan ribet cukup bintang dulu melipat tangan melipat tangan melipat tangan atau unistall saja,apk lelet dan ribet cukup bintang dulu melipat tangan melipat tangan melipat tangan atau unistall saja,"['apk', 'lelet', 'dan', 'ribet', 'cukup', 'bintang', 'dulu', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'atau', 'unistall', 'saja']","['apk', 'lelet', 'ribet', 'cukup', 'bintang', 'dulu', 'melipat', 'tangan', 'melipat', 'tangan', 'melipat', 'tangan', 'unistall']","['apk', 'lelet', 'ribet', 'cukup', 'bintang', 'dulu', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'unistall']"
okk,okk,okk,['okk'],['okk'],['okk']
"Tokopedia tidak seperti dulu lagi, cashback pelit, promo cashback tidak bisa bersamaan dengan bebas ongkir. Biaya pengiriman yang semakin mahal. Fitur Dilayani Tokopedia juga gak sebebas dlu lagi bebas ongkir nya. Semoga kedepannya Tokopedia kembali seperti dulu lagi. Update 13 feb 2023, kuota bebeas ongkir serakng cuma 3x per minggu buat member gold, tambah pelit aja. Fix skrg lbh sering belanja di shopee.",tokopedia tidak seperti dulu lagi cashback pelit promo cashback tidak bisa bersamaan dengan bebas ongkir biaya pengiriman yang semakin mahal fitur dilayani tokopedia juga gak sebebas dlu lagi bebas ongkir nya semoga kedepannya tokopedia kembali seperti dulu lagi update feb kuota bebeas ongkir serakng cuma x per minggu buat member gold tambah pelit aja fix skrg lbh sering belanja di shopee,tokopedia tidak seperti dulu lagi cashback pelit promo cashback tidak bisa bersamaan dengan bebas ongkir biaya pengiriman yang semakin mahal fitur dilayani tokopedia juga tidak sebebas dulu  lagi bebas ongkir nya semoga kedepannya tokopedia kembali seperti dulu lagi update feb kuota bebeas ongkir serakng cuma x per minggu buat member gold tambah pelit saja  fix sekarang  lebih  sering belanja di shopee,"['tokopedia', 'tidak', 'seperti', 'dulu', 'lagi', 'cashback', 'pelit', 'promo', 'cashback', 'tidak', 'bisa', 'bersamaan', 'dengan', 'bebas', 'ongkir', 'biaya', 'pengiriman', 'yang', 'semakin', 'mahal', 'fitur', 'dilayani', 'tokopedia', 'juga', 'tidak', 'sebebas', 'dulu', 'lagi', 'bebas', 'ongkir', 'nya', 'semoga', 'kedepannya', 'tokopedia', 'kembali', 'seperti', 'dulu', 'lagi', 'update', 'feb', 'kuota', 'bebeas', 'ongkir', 'serakng', 'cuma', 'x', 'per', 'minggu', 'buat', 'member', 'gold', 'tambah', 'pelit', 'saja', 'fix', 'sekarang', 'lebih', 'sering', 'belanja', 'di', 'shopee']","['tokopedia', 'tidak', 'dulu', 'cashback', 'pelit', 'promo', 'cashback', 'tidak', 'bersamaan', 'bebas', 'ongkir', 'biaya', 'pengiriman', 'semakin', 'mahal', 'fitur', 'dilayani', 'tokopedia', 'tidak', 'sebebas', 'dulu', 'bebas', 'ongkir', 'nya', 'semoga', 'kedepannya', 'tokopedia', 'dulu', 'update', 'feb', 'kuota', 'bebeas', 'ongkir', 'serakng', 'cuma', 'x', 'per', 'minggu', 'buat', 'member', 'gold', 'tambah', 'pelit', 'fix', 'sekarang', 'lebih', 'sering', 'belanja', 'shopee']","['tokopedia', 'tidak', 'dulu', 'cashback', 'pelit', 'promo', 'cashback', 'tidak', 'sama', 'bebas', 'ongkir', 'biaya', 'kirim', 'makin', 'mahal', 'fitur', 'layan', 'tokopedia', 'tidak', 'bebas', 'dulu', 'bebas', 'ongkir', 'nya', 'moga', 'depan', 'tokopedia', 'dulu', 'update', 'feb', 'kuota', 'bebeas', 'ongkir', 'serakng', 'cuma', 'x', 'per', 'minggu', 'buat', 'member', 'gold', 'tambah', 'pelit', 'fix', 'sekarang', 'lebih', 'sering', 'belanja', 'shopee']"
tai ora hiso tuku sarung sak kupluk e,tai ora hiso tuku sarung sak kupluk e,tahi  ora hiso tuku sarung sak kupluk e,"['tahi', 'ora', 'hiso', 'tuku', 'sarung', 'sak', 'kupluk', 'e']","['tahi', 'ora', 'hiso', 'tuku', 'sarung', 'sak', 'kupluk', 'e']","['tahi', 'ora', 'hiso', 'tuku', 'sarung', 'sak', 'kupluk', 'e']"
Kenapa pembelianku di tolak mulu sama tokped? Dan malah di refund?,kenapa pembelianku di tolak mulu sama tokped dan malah di refund,kenapa pembelianku di tolak terus  sama tokped dan malah di refund,"['kenapa', 'pembelianku', 'di', 'tolak', 'terus', 'sama', 'tokped', 'dan', 'malah', 'di', 'refund']","['pembelianku', 'tolak', 'terus', 'sama', 'tokped', 'malah', 'refund']","['beli', 'tolak', 'terus', 'sama', 'tokped', 'malah', 'refund']"
gimana sih udh topup gopay kena admin 1rb eh pas mau cekout pake gopay jg dikenain admin lg 1rb..,gimana sih udh topup gopay kena admin rb eh pas mau cekout pake gopay jg dikenain admin lg rb,gimana sih sudah topup gopay kena admin ribu  eh pas mau cekout pakai  gopay juga dikenain admin lagi  ribu ,"['gimana', 'sih', 'sudah', 'topup', 'gopay', 'kena', 'admin', 'ribu', 'eh', 'pas', 'mau', 'cekout', 'pakai', 'gopay', 'juga', 'dikenain', 'admin', 'lagi', 'ribu']","['gimana', 'sih', 'topup', 'gopay', 'kena', 'admin', 'ribu', 'eh', 'pas', 'mau', 'cekout', 'pakai', 'gopay', 'dikenain', 'admin', 'ribu']","['gimana', 'sih', 'topup', 'gopay', 'kena', 'admin', 'ribu', 'eh', 'pas', 'mau', 'cekout', 'pakai', 'gopay', 'dikenain', 'admin', 'ribu']"
Cs nya ngegantung kalau memang gak mau kasih jawaban apa di tanyakan tinggal di bilang bikin orang kena potong gaji aja absen telat,cs nya ngegantung kalau memang gak mau kasih jawaban apa di tanyakan tinggal di bilang bikin orang kena potong gaji aja absen telat,cs nya ngegantung kalau memang tidak mau kasih jawaban apa di tanyakan tinggal di bilang bikin orang kena potong gaji saja  absen telat,"['cs', 'nya', 'ngegantung', 'kalau', 'memang', 'tidak', 'mau', 'kasih', 'jawaban', 'apa', 'di', 'tanyakan', 'tinggal', 'di', 'bilang', 'bikin', 'orang', 'kena', 'potong', 'gaji', 'saja', 'absen', 'telat']","['cs', 'nya', 'ngegantung', 'kalau', 'memang', 'tidak', 'mau', 'kasih', 'jawaban', 'apa', 'tanyakan', 'tinggal', 'bilang', 'bikin', 'orang', 'kena', 'potong', 'gaji', 'absen', 'telat']","['cs', 'nya', 'ngegantung', 'kalau', 'memang', 'tidak', 'mau', 'kasih', 'jawab', 'apa', 'tanya', 'tinggal', 'bilang', 'bikin', 'orang', 'kena', 'potong', 'gaji', 'absen', 'telat']"
"Saya pesen barang di tokopedia , barang pesanan saya hilang di bawa kurir ,sudah hampir 3 minggu uang saya blm di kembalikan dari tokopedia padahal udah mengajun klaim",saya pesen barang di tokopedia barang pesanan saya hilang di bawa kurir sudah hampir minggu uang saya blm di kembalikan dari tokopedia padahal udah mengajun klaim,saya pesan  barang di tokopedia barang pesanan saya hilang di bawa kurir sudah hampir minggu uang saya belum  di kembalikan dari tokopedia padahal sudah mengajun klaim,"['saya', 'pesan', 'barang', 'di', 'tokopedia', 'barang', 'pesanan', 'saya', 'hilang', 'di', 'bawa', 'kurir', 'sudah', 'hampir', 'minggu', 'uang', 'saya', 'belum', 'di', 'kembalikan', 'dari', 'tokopedia', 'padahal', 'sudah', 'mengajun', 'klaim']","['pesan', 'barang', 'tokopedia', 'barang', 'pesanan', 'hilang', 'bawa', 'kurir', 'hampir', 'minggu', 'uang', 'belum', 'kembalikan', 'tokopedia', 'padahal', 'mengajun', 'klaim']","['pesan', 'barang', 'tokopedia', 'barang', 'pesan', 'hilang', 'bawa', 'kurir', 'hampir', 'minggu', 'uang', 'belum', 'kembali', 'tokopedia', 'padahal', 'ajun', 'klaim']"
ribet sekali cara pembayaran ini,ribet sekali cara pembayaran ini,ribet sekali cara pembayaran ini,"['ribet', 'sekali', 'cara', 'pembayaran', 'ini']","['ribet', 'sekali', 'cara', 'pembayaran']","['ribet', 'sekali', 'cara', 'bayar']"
Kurirnya lelet...!,kurirnya lelet,kurirnya lelet,"['kurirnya', 'lelet']","['kurirnya', 'lelet']","['kurir', 'lelet']"
"Sangat Payah, sering terlambat, di chat ""jangan kawatir belum melebihi estimasi"",ya iyalah karena tanggal estimasi tiba di undur dan di ganti seenaknya sendiri.! Gimana sih",sangat payah sering terlambat di chat jangan kawatir belum melebihi estimasi ya iyalah karena tanggal estimasi tiba di undur dan di ganti seenaknya sendiri gimana sih,sangat payah sering terlambat di chat jangan kawatir belum melebihi estimasi ya iyalah karena tanggal estimasi tiba di undur dan di ganti seenaknya sendiri gimana sih,"['sangat', 'payah', 'sering', 'terlambat', 'di', 'chat', 'jangan', 'kawatir', 'belum', 'melebihi', 'estimasi', 'ya', 'iyalah', 'karena', 'tanggal', 'estimasi', 'tiba', 'di', 'undur', 'dan', 'di', 'ganti', 'seenaknya', 'sendiri', 'gimana', 'sih']","['sangat', 'payah', 'sering', 'terlambat', 'chat', 'jangan', 'kawatir', 'belum', 'melebihi', 'estimasi', 'iyalah', 'tanggal', 'estimasi', 'tiba', 'undur', 'ganti', 'seenaknya', 'sendiri', 'gimana', 'sih']","['sangat', 'payah', 'sering', 'lambat', 'chat', 'jangan', 'kawatir', 'belum', 'lebih', 'estimasi', 'iya', 'tanggal', 'estimasi', 'tiba', 'undur', 'ganti', 'enak', 'sendiri', 'gimana', 'sih']"
Saya kasih bintang dua dulu baru cobs,saya kasih bintang dua dulu baru cobs,saya kasih bintang dua dulu baru cobs,"['saya', 'kasih', 'bintang', 'dua', 'dulu', 'baru', 'cobs']","['kasih', 'bintang', 'dulu', 'baru', 'cobs']","['kasih', 'bintang', 'dulu', 'baru', 'cobs']"
Sy ganti bintang dr 5 jd 2 kerena fitur bayar sekaligus tagihan saat CO kupon tidak bisa digunakan & saat kurir salah kirim barang respon pusat bantuan tokoped lambat sekali kayak saya diarahkan di mesin penjawab otomatis sy sedang bicara dgn robot.,sy ganti bintang dr jd kerena fitur bayar sekaligus tagihan saat co kupon tidak bisa digunakan saat kurir salah kirim barang respon pusat bantuan tokoped lambat sekali kayak saya diarahkan di mesin penjawab otomatis sy sedang bicara dgn robot,saya  ganti bintang dari  jadi kerena fitur bayar sekaligus tagihan saat co kupon tidak bisa digunakan saat kurir salah kirim barang respon pusat bantuan tokoped lambat sekali mirip  saya diarahkan di mesin penjawab otomatis saya  sedang bicara dengan  robot,"['saya', 'ganti', 'bintang', 'dari', 'jadi', 'kerena', 'fitur', 'bayar', 'sekaligus', 'tagihan', 'saat', 'co', 'kupon', 'tidak', 'bisa', 'digunakan', 'saat', 'kurir', 'salah', 'kirim', 'barang', 'respon', 'pusat', 'bantuan', 'tokoped', 'lambat', 'sekali', 'mirip', 'saya', 'diarahkan', 'di', 'mesin', 'penjawab', 'otomatis', 'saya', 'sedang', 'bicara', 'dengan', 'robot']","['ganti', 'bintang', 'jadi', 'kerena', 'fitur', 'bayar', 'sekaligus', 'tagihan', 'co', 'kupon', 'tidak', 'digunakan', 'kurir', 'salah', 'kirim', 'barang', 'respon', 'pusat', 'bantuan', 'tokoped', 'lambat', 'sekali', 'mirip', 'diarahkan', 'mesin', 'penjawab', 'otomatis', 'sedang', 'bicara', 'robot']","['ganti', 'bintang', 'jadi', 'rena', 'fitur', 'bayar', 'sekaligus', 'tagih', 'co', 'kupon', 'tidak', 'guna', 'kurir', 'salah', 'kirim', 'barang', 'respon', 'pusat', 'bantu', 'tokoped', 'lambat', 'sekali', 'mirip', 'arah', 'mesin', 'jawab', 'otomatis', 'sedang', 'bicara', 'robot']"
"Akhir2 ini gambar produk nya gak ke load, blank trus pdhl koneksi cepat",akhir ini gambar produk nya gak ke load blank trus pdhl koneksi cepat,akhir ini gambar produk nya tidak ke load blank terus  padahal  koneksi cepat,"['akhir', 'ini', 'gambar', 'produk', 'nya', 'tidak', 'ke', 'load', 'blank', 'terus', 'padahal', 'koneksi', 'cepat']","['akhir', 'gambar', 'produk', 'nya', 'tidak', 'load', 'blank', 'terus', 'padahal', 'koneksi', 'cepat']","['akhir', 'gambar', 'produk', 'nya', 'tidak', 'load', 'blank', 'terus', 'padahal', 'koneksi', 'cepat']"
Saat saya ingin melihat ulasan produk. Terkendala 1 download lagi diproses dan seterusnya. Adakah solusinya?,saat saya ingin melihat ulasan produk terkendala download lagi diproses dan seterusnya adakah solusinya,saat saya ingin melihat ulasan produk terkendala download lagi diproses dan seterusnya adakah solusinya,"['saat', 'saya', 'ingin', 'melihat', 'ulasan', 'produk', 'terkendala', 'download', 'lagi', 'diproses', 'dan', 'seterusnya', 'adakah', 'solusinya']","['melihat', 'ulasan', 'produk', 'terkendala', 'download', 'diproses', 'adakah', 'solusinya']","['lihat', 'ulas', 'produk', 'kendala', 'download', 'proses', 'ada', 'solusi']"
Msh perdana,msh perdana,masih  perdana,"['masih', 'perdana']",['perdana'],['perdana']
"Gratis ongkirnya udah ga kaya dulu,, ekspedisi gratis ongkirnya pada ga beres",gratis ongkirnya udah ga kaya dulu ekspedisi gratis ongkirnya pada ga beres,gratis ongkirnya sudah tidak kaya dulu ekspedisi gratis ongkirnya pada tidak beres,"['gratis', 'ongkirnya', 'sudah', 'tidak', 'kaya', 'dulu', 'ekspedisi', 'gratis', 'ongkirnya', 'pada', 'tidak', 'beres']","['gratis', 'ongkirnya', 'tidak', 'kaya', 'dulu', 'ekspedisi', 'gratis', 'ongkirnya', 'tidak', 'beres']","['gratis', 'ongkirnya', 'tidak', 'kaya', 'dulu', 'ekspedisi', 'gratis', 'ongkirnya', 'tidak', 'beres']"
Di update malah tambah buruk kinerjanya,di update malah tambah buruk kinerjanya,di update malah tambah buruk kinerjanya,"['di', 'update', 'malah', 'tambah', 'buruk', 'kinerjanya']","['update', 'malah', 'tambah', 'buruk', 'kinerjanya']","['update', 'malah', 'tambah', 'buruk', 'kerja']"
"Kenapa ya setiap update aplikasi berjam2 ga selesai. Kalo aplikasi lain aman2 aja ga pakelama . Tidak hanya sekali update lama begini , sudah berkali2 Mohon maaf ubah bintang nya",kenapa ya setiap update aplikasi berjam ga selesai kalo aplikasi lain aman aja ga pakelama tidak hanya sekali update lama begini sudah berkali mohon maaf ubah bintang nya,kenapa ya setiap update aplikasi berjam tidak selesai kalau  aplikasi lain aman saja  tidak pakelama tidak hanya sekali update lama begini sudah berkali mohon maaf ubah bintang nya,"['kenapa', 'ya', 'setiap', 'update', 'aplikasi', 'berjam', 'tidak', 'selesai', 'kalau', 'aplikasi', 'lain', 'aman', 'saja', 'tidak', 'pakelama', 'tidak', 'hanya', 'sekali', 'update', 'lama', 'begini', 'sudah', 'berkali', 'mohon', 'maaf', 'ubah', 'bintang', 'nya']","['update', 'aplikasi', 'berjam', 'tidak', 'selesai', 'kalau', 'aplikasi', 'aman', 'tidak', 'pakelama', 'tidak', 'sekali', 'update', 'lama', 'begini', 'berkali', 'mohon', 'maaf', 'ubah', 'bintang', 'nya']","['update', 'aplikasi', 'jam', 'tidak', 'selesai', 'kalau', 'aplikasi', 'aman', 'tidak', 'pakelama', 'tidak', 'sekali', 'update', 'lama', 'begini', 'kali', 'mohon', 'maaf', 'ubah', 'bintang', 'nya']"
"Tokopedia amanah, bagus, tapi barangnya mahal² yg murah itu cuman untuk pengguna baru aja",tokopedia amanah bagus tapi barangnya mahal yg murah itu cuman untuk pengguna baru aja,tokopedia amanah bagus tapi barangnya mahal yang  murah itu hanya untuk pengguna baru saja ,"['tokopedia', 'amanah', 'bagus', 'tapi', 'barangnya', 'mahal', 'yang', 'murah', 'itu', 'hanya', 'untuk', 'pengguna', 'baru', 'saja']","['tokopedia', 'amanah', 'bagus', 'barangnya', 'mahal', 'murah', 'pengguna', 'baru']","['tokopedia', 'amanah', 'bagus', 'barang', 'mahal', 'murah', 'guna', 'baru']"
